reg_no,name,gender,year,department,cgpa,roommate_1,roommate_2,pref1_block,pref1_room_type,pref2_block,pref2_room_type
240914317,Priya Singh,F,2,MT,7.63,240903320,,22,DAC,8,DAC
240903320,Pooja Shetty,F,2,ME,8.2,240914317,,22,DAC,8,DAC
230901321,Pooja Patel,F,3,CSE,9.87,240901323,,22,DAC,8,DA
240901323,Priya Chatterjee,F,2,CSE,5.62,230901321,,22,DAC,8,DA
240909324,Simran Bhatt,F,2,AE,9.44,230902325,,13,DA,8,DA
230902325,Aditi Iyer,F,3,ECE,7.63,240909324,,13,DA,8,DA
240913326,Isha Verma,F,2,IS,6.42,240908327,,22,DAC,8,DAC
240908327,Pooja Kulkarni,F,2,BT,5.9,240913326,,22,DAC,8,DAC
240913328,Shruti Mehta,F,2,IS,7.27,240914330,,13,DA,8,DA
240914330,Ananya Chatterjee,F,2,MT,8.61,240913328,,13,DA,8,DA
230914331,Simran Bansal,F,3,MT,7.35,240904332,,8,DA,8,DAC
240904332,Sneha Menon,F,2,EE,9.31,230914331,,8,DA,8,DAC
240910333,Pallavi Kapoor,F,2,CHE,5.76,240906334,,22,DAC,13,DA
240906334,Shreya Reddy,F,2,CCE,7.49,240910333,,22,DAC,13,DA
240905335,Priya Nair,F,2,IT,6,240906336,,13,DA,22,DAC
240906336,Sneha Das,F,2,CCE,7.94,240905335,,13,DA,22,DAC
240910337,Radhika Pillai,F,2,CHE,8.56,240910338,,13,DAC,8,DA
240910338,Aditi Joshi,F,2,CHE,7,240910337,,13,DAC,8,DA
240903339,Aditi Sharma,F,2,ME,4.37,230912340,,22,DAC,13,DAC
230912340,Pallavi Nair,F,3,AI,7.74,240903339,,22,DAC,13,DAC
240910341,Meera Sharma,F,2,CHE,8.02,240915342,,8,DAC,22,DAC
240915342,Tanvi Reddy,F,2,PE,7.99,240910341,,8,DAC,22,DAC
240902344,Riya Pillai,F,2,ECE,8.98,240913346,,8,DA,22,DAC
240913346,Pallavi Reddy,F,2,IS,6.21,240902344,,8,DA,22,DAC
240913347,Shruti Kapoor,F,2,IS,8.32,240905348,,22,DAC,13,DA
240905348,Tanvi Iyer,F,2,IT,8.93,240913347,,22,DAC,13,DA
240907350,Priya Gupta,F,2,CE,5.37,240909351,,8,DA,13,DAC
240909351,Sneha Bansal,F,2,AE,7.88,240907350,,8,DA,13,DAC
230903352,Simran Menon,F,3,ME,6.89,240902353,,22,DAC,8,DAC
240902353,Isha Sharma,F,2,ECE,7.4,230903352,,22,DAC,8,DAC
240915354,Isha Kulkarni,F,2,PE,7.92,240904355,,22,DAC,8,DA
240904355,Meera Joshi,F,2,EE,6.92,240915354,,22,DAC,8,DA
240901356,Nisha Shetty,F,2,CSE,6.69,240913357,,8,DAC,13,DAC
240913357,Pooja Mehta,F,2,IS,7.54,240901356,,8,DAC,13,DAC
230913358,Neha Reddy,F,3,IS,6.2,230911359,,22,DAC,13,DAC
230911359,Riya Joshi,F,3,DS,6.2,230913358,,22,DAC,13,DAC
240902360,Radhika Kulkarni,F,2,ECE,8.32,230907361,,22,DAC,8,DA
230907361,Pallavi Kulkarni,F,3,CE,6.12,240902360,,22,DAC,8,DA
240911362,Pooja Kapoor,F,2,DS,8.3,240907363,,22,DAC,13,DAC
240907363,Neha Bansal,F,2,CE,8.06,240911362,,22,DAC,13,DAC
240905364,Pooja Mehta,F,2,IT,5.43,240912366,,22,DAC,8,DAC
240912366,Anjali Joshi,F,2,AI,6.69,240905364,,22,DAC,8,DAC
240905367,Meera Nair,F,2,IT,8.93,230902368,,22,DAC,13,DA
230902368,Radhika Shetty,F,3,ECE,6.32,240905367,,22,DAC,13,DA
230907369,Sneha Mehta,F,3,CE,6.94,240911370,,22,DAC,8,DA
240911370,Simran Mehta,F,2,DS,8.05,230907369,,22,DAC,8,DA
240903371,Nisha Mehta,F,2,ME,8.44,240912372,,22,DAC,13,DA
240912372,Aditi Nair,F,2,AI,7.2,240903371,,22,DAC,13,DA
240907373,Kavya Mehta,F,2,CE,6.78,240909374,,22,DAC,8,DAC
240909374,Anjali Sharma,F,2,AE,9.21,240907373,,22,DAC,8,DAC
240901375,Pooja Singh,F,2,CSE,9.59,240912376,,8,DAC,8,DA
240912376,Pooja Iyer,F,2,AI,8.67,240901375,,8,DAC,8,DA
240915377,Kritika Iyer,F,2,PE,7.6,240913378,,22,DAC,8,DA
240913378,Kritika Iyer,F,2,IS,6.53,240915377,,22,DAC,8,DA
230913379,Tanvi Reddy,F,3,IS,6.5,230906380,,22,DAC,8,DAC
230906380,Radhika Gupta,F,3,CCE,8.13,230913379,,22,DAC,8,DAC
230911381,Divya Bansal,F,3,DS,8,240906382,,8,DAC,8,DA
240906382,Priya Iyer,F,2,CCE,9.18,230911381,,8,DAC,8,DA
240903383,Pallavi Bansal,F,2,ME,8.28,240914384,,22,DAC,8,DA
240914384,Divya Bansal,F,2,MT,5.7,240903383,,22,DAC,8,DA
240907387,Neha Menon,F,2,CE,8.76,240912388,,22,DAC,13,DAC
240912388,Shreya Iyer,F,2,AI,6.3,240907387,,22,DAC,13,DAC
230911389,Radhika Bhatt,F,3,DS,7.04,240907390,,13,DAC,8,DAC
240907390,Aditi Shetty,F,2,CE,7.8,230911389,,13,DAC,8,DAC
230909391,Neha Sharma,F,3,AE,9.89,240905392,,22,DAC,8,DA
240905392,Pallavi Sharma,F,2,IT,10,230909391,,22,DAC,8,DA
240905393,Meera Patel,F,2,IT,8.23,230903394,,22,DAC,8,DAC
230903394,Pooja Joshi,F,3,ME,7.28,240905393,,22,DAC,8,DAC
240913395,Tanvi Pillai,F,2,IS,8.14,240907397,,22,DAC,8,DAC
240907397,Pallavi Kapoor,F,2,CE,8.57,240913395,,22,DAC,8,DAC
230911398,Nisha Nair,F,3,DS,7.12,240912400,,22,DAC,8,DAC
240912400,Neha Verma,F,2,AI,9.65,230911398,,22,DAC,8,DAC
240902401,Anjali Mehta,F,2,ECE,7.78,230907402,,8,DAC,13,DA
230907402,Ananya Sharma,F,3,CE,8.1,240902401,,8,DAC,13,DA
240914403,Sneha Bhatt,F,2,MT,8.3,240909404,,8,DA,8,DAC
240909404,Meera Bansal,F,2,AE,8.01,240914403,,8,DA,8,DAC
230912405,Anjali Pillai,F,3,AI,8.51,230902406,,22,DAC,13,DA
230902406,Priya Agarwal,F,3,ECE,6.76,230912405,,22,DAC,13,DA
240902407,Tanvi Shetty,F,2,ECE,6.83,240913408,,22,DAC,13,DAC
240913408,Pallavi Joshi,F,2,IS,6.18,240902407,,22,DAC,13,DAC
240915409,Radhika Agarwal,F,2,PE,8.03,240909410,,8,DA,8,DAC
240909410,Ananya Nair,F,2,AE,8.43,240915409,,8,DA,8,DAC
230907411,Aditi Reddy,F,3,CE,8.05,240914412,,22,DAC,13,DA
240914412,Simran Menon,F,2,MT,9.51,230907411,,22,DAC,13,DA
230915413,Kritika Agarwal,F,3,PE,7.49,230903414,,13,DAC,22,DAC
230903414,Sneha Bhatt,F,3,ME,8.3,230915413,,13,DAC,22,DAC
230913415,Radhika Kulkarni,F,3,IS,6.19,240912416,,22,DAC,13,DA
240912416,Tanvi Sharma,F,2,AI,7.04,230913415,,22,DAC,13,DA
240908417,Neha Sharma,F,2,BT,8.33,240901418,,8,DAC,8,DA
240901418,Shreya Kulkarni,F,2,CSE,8.52,240908417,,8,DAC,8,DA
240906419,Meera Verma,F,2,CCE,7.15,240913420,,13,DA,22,DAC
240913420,Riya Kulkarni,F,2,IS,7.41,240906419,,13,DA,22,DAC
240903421,Simran Singh,F,2,ME,5.68,240913422,,13,DAC,22,DAC
240913422,Tanvi Bansal,F,2,IS,7.07,240903421,,13,DAC,22,DAC
240914423,Meera Gupta,F,2,MT,8.57,240907424,,8,DAC,13,DAC
240907424,Aditi Reddy,F,2,CE,8.19,240914423,,8,DAC,13,DAC
240902425,Pooja Agarwal,F,2,ECE,8.1,240909426,,13,DAC,22,DAC
240909426,Tanvi Shetty,F,2,AE,7.56,240902425,,13,DAC,22,DAC
240911427,Priya Das,F,2,DS,7.51,240915428,,22,DAC,8,DAC
240915428,Shreya Joshi,F,2,PE,6.71,240911427,,22,DAC,8,DAC
240908429,Anjali Das,F,2,BT,8.34,230906430,,13,DA,22,DAC
230906430,Pooja Agarwal,F,3,CCE,8.01,240908429,,13,DA,22,DAC
240906432,Nisha Das,F,2,CCE,8.09,240914433,,22,DAC,13,DAC
240914433,Ananya Bhatt,F,2,MT,6.87,240906432,,22,DAC,13,DAC
240914434,Tanvi Reddy,F,2,MT,4.92,240904435,,22,DAC,8,DA
240904435,Riya Gupta,F,2,EE,8.82,240914434,,22,DAC,8,DA
230914436,Divya Kapoor,F,3,MT,6.93,240908438,,8,DAC,13,DA
240908438,Anjali Pillai,F,2,BT,6.46,230914436,,8,DAC,13,DA
230903439,Radhika Chatterjee,F,3,ME,8.33,240905440,,13,DAC,8,DAC
240905440,Aditi Chatterjee,F,2,IT,7.03,230903439,,13,DAC,8,DAC
240902441,Anjali Bhatt,F,2,ECE,8.77,240910442,,8,DA,22,DAC
240910442,Riya Singh,F,2,CHE,8.24,240902441,,8,DA,22,DAC
240915443,Aditi Singh,F,2,PE,8.32,240905444,,8,DA,8,DAC
240905444,Kritika Nair,F,2,IT,5.86,240915443,,8,DA,8,DAC
240915445,Priya Patel,F,2,PE,8.95,230902446,,13,DA,8,DAC
230902446,Tanvi Patel,F,3,ECE,7.81,240915445,,13,DA,8,DAC
240904448,Riya Menon,F,2,EE,7.06,230903449,,13,DAC,8,DAC
230903449,Aditi Das,F,3,ME,7.67,240904448,,13,DAC,8,DAC
240905450,Divya Menon,F,2,IT,5.37,230915451,,22,DAC,13,DAC
230915451,Pallavi Sharma,F,3,PE,7.99,240905450,,22,DAC,13,DAC
240912452,Riya Shetty,F,2,AI,6.26,240914453,,22,DAC,8,DA
240914453,Ananya Singh,F,2,MT,5.88,240912452,,22,DAC,8,DA
230912454,Anjali Kulkarni,F,3,AI,5.67,240906455,,22,DAC,8,DAC
240906455,Riya Kulkarni,F,2,CCE,8.84,230912454,,22,DAC,8,DAC
240906456,Anjali Sharma,F,2,CCE,6.74,240909457,,13,DA,8,DA
240909457,Priya Iyer,F,2,AE,9.34,240906456,,13,DA,8,DA
240903458,Nisha Patel,F,2,ME,6.86,240903459,,13,DA,8,DA
240903459,Priya Singh,F,2,ME,5.45,240903458,,13,DA,8,DA
230915460,Shruti Kapoor,F,3,PE,6.16,230901461,,22,DAC,13,DAC
230901461,Neha Pillai,F,3,CSE,8.98,230915460,,22,DAC,13,DAC
240903462,Meera Verma,F,2,ME,7.31,240903463,,8,DA,8,DAC
240903463,Simran Menon,F,2,ME,6.84,240903462,,8,DA,8,DAC
230913464,Radhika Joshi,F,3,IS,7.69,240914465,,8,DA,22,DAC
240914465,Radhika Pillai,F,2,MT,8.1,230913464,,8,DA,22,DAC
240908467,Divya Mehta,F,2,BT,8.84,240905468,,22,DAC,8,DA
240905468,Riya Nair,F,2,IT,9.24,240908467,,22,DAC,8,DA
230906469,Radhika Iyer,F,3,CCE,7.07,240903470,,8,DA,8,DAC
240903470,Tanvi Kulkarni,F,2,ME,5.91,230906469,,8,DA,8,DAC
240912471,Tanvi Reddy,F,2,AI,7,230914472,,13,DA,22,DAC
230914472,Aditi Shetty,F,3,MT,7.81,240912471,,13,DA,22,DAC
240913473,Sneha Sharma,F,2,IS,6.34,240910474,,22,DAC,8,DA
240910474,Riya Chatterjee,F,2,CHE,6.35,240913473,,22,DAC,8,DA
240902475,Ananya Kapoor,F,2,ECE,7.91,240914476,,8,DA,13,DA
240914476,Shruti Kapoor,F,2,MT,7.44,240902475,,8,DA,13,DA
240902477,Meera Verma,F,2,ECE,7.54,240901478,,22,DAC,8,DA
240901478,Shreya Kulkarni,F,2,CSE,6.59,240902477,,22,DAC,8,DA
240905479,Shruti Chatterjee,F,2,IT,7.22,230910480,,22,DAC,13,DAC
230910480,Riya Sharma,F,3,CHE,6.39,240905479,,22,DAC,13,DAC
230910481,Simran Chatterjee,F,3,CHE,8.57,240902482,,22,DAC,13,DAC
240902482,Nisha Pillai,F,2,ECE,8.74,230910481,,22,DAC,13,DAC
230906483,Anjali Shetty,F,3,CCE,5.28,240913484,,22,DAC,13,DAC
240913484,Riya Sharma,F,2,IS,6.38,230906483,,22,DAC,13,DAC
240915485,Pooja Agarwal,F,2,PE,5.7,240902486,,13,DAC,8,DA
240902486,Simran Joshi,F,2,ECE,6.72,240915485,,13,DAC,8,DA
240913487,Tanvi Singh,F,2,IS,7.4,230905488,,22,DAC,8,DA
230905488,Divya Singh,F,3,IT,5.76,240913487,,22,DAC,8,DA
230904489,Aditi Nair,F,3,EE,6.39,240910490,,8,DA,22,DAC
240910490,Riya Pillai,F,2,CHE,6.3,230904489,,8,DA,22,DAC
240912491,Divya Gupta,F,2,AI,7.75,240907492,,22,DAC,8,DAC
240907492,Priya Das,F,2,CE,7.58,240912491,,22,DAC,8,DAC
240903493,Ananya Shetty,F,2,ME,6.63,230911494,,22,DAC,8,DA
230911494,Kavya Sharma,F,3,DS,7.71,240903493,,22,DAC,8,DA
240904495,Nisha Patel,F,2,EE,6.84,240903496,,8,DA,22,DAC
240903496,Isha Singh,F,2,ME,7.17,240904495,,8,DA,22,DAC
240907497,Priya Bansal,F,2,CE,9.51,240908498,,8,DAC,22,DAC
240908498,Kavya Agarwal,F,2,BT,9.11,240907497,,8,DAC,22,DAC
240904499,Shreya Kapoor,F,2,EE,5.94,240910500,,13,DA,22,DAC
240910500,Shruti Verma,F,2,CHE,8.5,240904499,,13,DA,22,DAC
240914501,Sneha Iyer,F,2,MT,8.47,240914502,,8,DAC,22,DAC
240914502,Pooja Menon,F,2,MT,6.12,240914501,,8,DAC,22,DAC
240904503,Neha Joshi,F,2,EE,8.48,240915504,,22,DAC,8,DAC
240915504,Meera Iyer,F,2,PE,9.35,240904503,,22,DAC,8,DAC
230904505,Aditi Pillai,F,3,EE,6.15,240910506,,22,DAC,8,DAC
240910506,Kavya Das,F,2,CHE,6.4,230904505,,22,DAC,8,DAC
240910507,Pooja Singh,F,2,CHE,8.72,240903508,,13,DAC,22,DAC
240903508,Kavya Singh,F,2,ME,7.83,240910507,,13,DAC,22,DAC
240905509,Ananya Shetty,F,2,IT,8.16,240905510,,22,DAC,8,DAC
240905510,Nisha Menon,F,2,IT,7.91,240905509,,22,DAC,8,DAC
240903511,Pooja Bansal,F,2,ME,7.97,240912512,,22,DAC,13,DA
240912512,Aditi Nair,F,2,AI,5.91,240903511,,22,DAC,13,DA
240905513,Sneha Agarwal,F,2,IT,8.76,230910514,,8,DAC,22,DAC
230910514,Priya Gupta,F,3,CHE,8.9,240905513,,8,DAC,22,DAC
240908515,Shreya Bansal,F,2,BT,7.22,240904517,,8,DAC,22,DAC
240904517,Divya Gupta,F,2,EE,7.45,240908515,,8,DAC,22,DAC
240907518,Sneha Joshi,F,2,CE,5.66,240913519,,22,DAC,8,DA
240913519,Ananya Kapoor,F,2,IS,8.12,240907518,,22,DAC,8,DA
240915520,Riya Bhatt,F,2,PE,8.19,230901521,,8,DA,22,DAC
230901521,Shreya Mehta,F,3,CSE,7.43,240915520,,8,DA,22,DAC
240901522,Sneha Verma,F,2,CSE,8.85,240915523,,8,DAC,22,DAC
240915523,Anjali Bhatt,F,2,PE,7.1,240901522,,8,DAC,22,DAC
240907524,Kritika Iyer,F,2,CE,8.18,240903525,,22,DAC,8,DA
240903525,Riya Singh,F,2,ME,6.28,240907524,,22,DAC,8,DA
230908526,Shreya Bansal,F,3,BT,7.47,240904527,,22,DAC,8,DAC
240904527,Shreya Agarwal,F,2,EE,7.29,230908526,,22,DAC,8,DAC
240903528,Neha Kulkarni,F,2,ME,7.77,240911529,,22,DAC,8,DAC
240911529,Pallavi Menon,F,2,DS,7.06,240903528,,22,DAC,8,DAC
240903530,Kavya Nair,F,2,ME,7.34,240903531,,22,DAC,8,DA
240903531,Simran Sharma,F,2,ME,8.49,240903530,,22,DAC,8,DA
240906532,Pooja Verma,F,2,CCE,6.98,240908533,,13,DAC,13,DA
240908533,Priya Chatterjee,F,2,BT,5.57,240906532,,13,DAC,13,DA
240904534,Shruti Mehta,F,2,EE,9.6,240911535,,8,DAC,22,DAC
240911535,Radhika Sharma,F,2,DS,9.16,240904534,,8,DAC,22,DAC
240907536,Radhika Singh,F,2,CE,5.95,240906537,,13,DAC,8,DA
240906537,Pallavi Kulkarni,F,2,CCE,8.33,240907536,,13,DAC,8,DA
230912538,Ananya Kulkarni,F,3,AI,6.9,240902539,,22,DAC,13,DA
240902539,Anjali Shetty,F,2,ECE,7.82,230912538,,22,DAC,13,DA
240911540,Shreya Bhatt,F,2,DS,7.85,230913541,,22,DAC,8,DAC
230913541,Kavya Iyer,F,3,IS,7.22,240911540,,22,DAC,8,DAC
240908542,Kavya Iyer,F,2,BT,6.56,240915544,,8,DA,13,DA
240915544,Radhika Reddy,F,2,PE,6.67,240908542,,8,DA,13,DA
240909545,Kavya Bansal,F,2,AE,6.4,240914546,,13,DAC,8,DA
240914546,Ananya Kulkarni,F,2,MT,6.5,240909545,,13,DAC,8,DA
240909547,Shreya Bhatt,F,2,AE,7.42,230910548,,8,DA,22,DAC
230910548,Riya Kulkarni,F,3,CHE,6.64,240909547,,8,DA,22,DAC
240915549,Tanvi Iyer,F,2,PE,8.32,240908550,,8,DA,13,DA
240908550,Tanvi Joshi,F,2,BT,9.28,240915549,,8,DA,13,DA
240902551,Divya Gupta,F,2,ECE,6.8,240913552,,13,DAC,8,DA
240913552,Riya Menon,F,2,IS,7.79,240902551,,13,DAC,8,DA
240912553,Meera Reddy,F,2,AI,8.1,240911554,,13,DA,8,DA
240911554,Nisha Patel,F,2,DS,8.07,240912553,,13,DA,8,DA
230908555,Nisha Verma,F,3,BT,7.59,240909556,,8,DAC,22,DAC
240909556,Aditi Bhatt,F,2,AE,8.39,230908555,,8,DAC,22,DAC
230905557,Priya Verma,F,3,IT,8.08,230914558,,22,DAC,13,DAC
230914558,Aditi Bansal,F,3,MT,6.01,230905557,,22,DAC,13,DAC
230904559,Anjali Gupta,F,3,EE,8.54,240913560,,22,DAC,13,DAC
240913560,Divya Pillai,F,2,IS,8.56,230904559,,22,DAC,13,DAC
240905562,Riya Pillai,F,2,IT,6.58,240903564,,8,DAC,22,DAC
240903564,Riya Menon,F,2,ME,7.55,240905562,,8,DAC,22,DAC
230915565,Simran Bhatt,F,3,PE,8.32,240904566,,22,DAC,8,DAC
240904566,Nisha Joshi,F,2,EE,7.25,230915565,,22,DAC,8,DAC
240905568,Shreya Singh,F,2,IT,8.79,240914569,,22,DAC,13,DA
240914569,Aditi Pillai,F,2,MT,10,240905568,,22,DAC,13,DA
240903570,Tanvi Sharma,F,2,ME,6.56,240915571,,22,DAC,8,DAC
240915571,Ananya Mehta,F,2,PE,5.84,240903570,,22,DAC,8,DAC
240911572,Sneha Gupta,F,2,DS,7.86,230912573,,13,DA,8,DA
230912573,Simran Nair,F,3,AI,8.37,240911572,,13,DA,8,DA
240910574,Kritika Agarwal,F,2,CHE,7.22,240911576,,8,DAC,13,DA
240911576,Pallavi Shetty,F,2,DS,9.24,240910574,,8,DAC,13,DA
240904577,Shruti Verma,F,2,EE,5.89,240915578,,13,DA,8,DAC
240915578,Kritika Menon,F,2,PE,8.33,240904577,,13,DA,8,DAC
240904579,Priya Kulkarni,F,2,EE,6.77,240907580,,22,DAC,13,DA
240907580,Neha Bansal,F,2,CE,9.56,240904579,,22,DAC,13,DA
240908582,Radhika Agarwal,F,2,BT,9.89,230902583,,13,DAC,8,DAC
230902583,Priya Gupta,F,3,ECE,6.58,240908582,,13,DAC,8,DAC
230906584,Kavya Verma,F,3,CCE,6.84,240913585,,22,DAC,13,DAC
240913585,Simran Singh,F,2,IS,8.53,230906584,,22,DAC,13,DAC
240904588,Meera Singh,F,2,EE,7.04,230914589,,22,DAC,8,DAC
230914589,Meera Das,F,3,MT,7.45,240904588,,22,DAC,8,DAC
240901590,Divya Chatterjee,F,2,CSE,7.53,240903591,,22,DAC,8,DAC
240903591,Sneha Agarwal,F,2,ME,5.2,240901590,,22,DAC,8,DAC
240915592,Pallavi Kapoor,F,2,PE,7.48,240912593,,22,DAC,8,DAC
240912593,Sneha Singh,F,2,AI,6.67,240915592,,22,DAC,8,DAC
240904595,Aditi Gupta,F,2,EE,6.91,240902596,,13,DA,8,DAC
240902596,Pallavi Kapoor,F,2,ECE,9.23,240904595,,13,DA,8,DAC
230908597,Aditi Das,F,3,BT,5.99,240910599,,13,DA,22,DAC
240910599,Tanvi Kapoor,F,2,CHE,8.48,230908597,,13,DA,22,DAC
240914600,Kritika Sharma,F,2,MT,7.17,240901601,,22,DAC,13,DAC
240901601,Simran Verma,F,2,CSE,7.16,240914600,,22,DAC,13,DAC
240913602,Pallavi Sharma,F,2,IS,8.45,240910603,,22,DAC,8,DAC
240910603,Tanvi Joshi,F,2,CHE,7.91,240913602,,22,DAC,8,DAC
240901604,Isha Joshi,F,2,CSE,8.18,240910605,,22,DAC,13,DAC
240910605,Shruti Nair,F,2,CHE,8.66,240901604,,22,DAC,13,DAC
240906606,Anjali Reddy,F,2,CCE,7.1,240915609,,22,DAC,8,DAC
240915609,Pooja Pillai,F,2,PE,6.77,240906606,,22,DAC,8,DAC
240909610,Radhika Chatterjee,F,2,AE,6.2,240901611,,8,DA,8,DAC
240901611,Radhika Singh,F,2,CSE,6.51,240909610,,8,DA,8,DAC
230902612,Ananya Patel,F,3,ECE,10,240915613,,13,DA,22,DAC
240915613,Isha Joshi,F,2,PE,8.99,230902612,,13,DA,22,DAC
240902614,Neha Pillai,F,2,ECE,5.88,240901616,,22,DAC,13,DA
240901616,Meera Kulkarni,F,2,CSE,5.91,240902614,,22,DAC,13,DA
240910617,Kritika Sharma,F,2,CHE,8.08,240905618,,13,DA,13,DAC
240905618,Nisha Das,F,2,IT,8.16,240910617,,13,DA,13,DAC
240913619,Ananya Mehta,F,2,IS,8.16,240902620,,13,DAC,22,DAC
240902620,Radhika Bhatt,F,2,ECE,7.19,240913619,,13,DAC,22,DAC
230903621,Anjali Singh,F,3,ME,7.35,240912622,,22,DAC,13,DA
240912622,Simran Joshi,F,2,AI,7.89,230903621,,22,DAC,13,DA
240907623,Ananya Chatterjee,F,2,CE,7.6,240903624,,22,DAC,8,DA
240903624,Nisha Shetty,F,2,ME,4.84,240907623,,22,DAC,8,DA
230909625,Tanvi Gupta,F,3,AE,7.22,240914626,,22,DAC,8,DA
240914626,Kavya Joshi,F,2,MT,6.48,230909625,,22,DAC,8,DA
240915627,Ananya Menon,F,2,PE,7.71,240901628,,22,DAC,8,DA
240901628,Radhika Chatterjee,F,2,CSE,10,240915627,,22,DAC,8,DA
240912629,Sneha Sharma,F,2,AI,7.94,240903631,,13,DAC,8,DA
240903631,Priya Pillai,F,2,ME,7.12,240912629,,13,DAC,8,DA
230901632,Kavya Pillai,F,3,CSE,8.61,240907633,,22,DAC,13,DA
240907633,Kavya Reddy,F,2,CE,8.08,230901632,,22,DAC,13,DA
240912634,Pallavi Pillai,F,2,AI,8,240905635,,22,DAC,13,DAC
240905635,Shruti Verma,F,2,IT,8.23,240912634,,22,DAC,13,DAC
240911636,Nisha Reddy,F,2,DS,9.97,240910637,,13,DAC,22,DAC
240910637,Kritika Gupta,F,2,CHE,6.14,240911636,,13,DAC,22,DAC
230914638,Isha Mehta,F,3,MT,8.07,240901639,,13,DAC,22,DAC
240901639,Divya Sharma,F,2,CSE,6.39,230914638,,13,DAC,22,DAC
240904641,Nisha Nair,F,2,EE,8.17,240906642,,13,DAC,8,DA
240906642,Priya Nair,F,2,CCE,6.4,240904641,,13,DAC,8,DA
240911643,Ananya Menon,F,2,DS,7,240902644,,8,DAC,13,DAC
240902644,Shruti Menon,F,2,ECE,7.15,240911643,,8,DAC,13,DAC
240902645,Pooja Verma,F,2,ECE,8.67,240905646,,22,DAC,13,DA
240905646,Divya Bhatt,F,2,IT,8.6,240902645,,22,DAC,13,DA
240906647,Divya Bhatt,F,2,CCE,6.01,240912648,,22,DAC,13,DAC
240912648,Divya Iyer,F,2,AI,7.57,240906647,,22,DAC,13,DAC
230912649,Radhika Shetty,F,3,AI,6.65,240911650,,13,DA,8,DA
240911650,Pallavi Kulkarni,F,2,DS,5.99,230912649,,13,DA,8,DA
230912651,Kritika Shetty,F,3,AI,7.24,230902652,,13,DA,8,DA
230902652,Pallavi Das,F,3,ECE,7.13,230912651,,13,DA,8,DA
240910653,Nisha Menon,F,2,CHE,10,240904654,,22,DAC,13,DAC
240904654,Pooja Reddy,F,2,EE,8.02,240910653,,22,DAC,13,DAC
240914655,Tanvi Mehta,F,2,MT,5.85,240903657,,13,DAC,22,DAC
240903657,Pallavi Reddy,F,2,ME,6.82,240914655,,13,DAC,22,DAC
240914658,Simran Singh,F,2,MT,8.73,240908659,,22,DAC,13,DAC
240908659,Kritika Verma,F,2,BT,10,240914658,,22,DAC,13,DAC
240901660,Simran Iyer,F,2,CSE,5.6,240901661,,22,DAC,13,DAC
240901661,Ananya Menon,F,2,CSE,5.24,240901660,,22,DAC,13,DAC
230908662,Ananya Pillai,F,3,BT,9.75,240903663,,22,DAC,8,DAC
240903663,Radhika Sharma,F,2,ME,7.97,230908662,,22,DAC,8,DAC
230912664,Shruti Reddy,F,3,AI,6.46,230901665,,13,DA,13,DAC
230901665,Divya Agarwal,F,3,CSE,8.14,230912664,,13,DA,13,DAC
240901667,Tanvi Mehta,F,2,CSE,4.34,230904668,,22,DAC,13,DAC
230904668,Isha Singh,F,3,EE,7.5,240901667,,22,DAC,13,DAC
240908670,Divya Patel,F,2,BT,7.89,240902671,,22,DAC,8,DAC
240902671,Anjali Bansal,F,2,ECE,8.61,240908670,,22,DAC,8,DAC
240909672,Nisha Gupta,F,2,AE,6.28,240913673,,8,DAC,8,DA
240913673,Kavya Agarwal,F,2,IS,7.6,240909672,,8,DAC,8,DA
240913675,Meera Gupta,F,2,IS,6.39,240908677,,22,DAC,8,DAC
240908677,Aditi Sharma,F,2,BT,7.81,240913675,,22,DAC,8,DAC
230901678,Kavya Verma,F,3,CSE,6.43,240904679,,22,DAC,8,DA
240904679,Shreya Kapoor,F,2,EE,7.01,230901678,,22,DAC,8,DA
230912680,Simran Shetty,F,3,AI,6.31,240914681,,22,DAC,8,DAC
240914681,Pallavi Das,F,2,MT,8.28,230912680,,22,DAC,8,DAC
230901683,Meera Pillai,F,3,CSE,8.53,240911684,,22,DAC,13,DAC
240911684,Pooja Reddy,F,2,DS,7.22,230901683,,22,DAC,13,DAC
240910685,Aditi Joshi,F,2,CHE,7.55,240902686,,22,DAC,8,DA
240902686,Riya Chatterjee,F,2,ECE,5.76,240910685,,22,DAC,8,DA
240908687,Anjali Singh,F,2,BT,7.14,240904688,,22,DAC,13,DAC
240904688,Simran Bansal,F,2,EE,7.44,240908687,,22,DAC,13,DAC
240912689,Divya Bansal,F,2,AI,10,240902691,,8,DAC,8,DA
240902691,Shreya Bansal,F,2,ECE,6.17,240912689,,8,DAC,8,DA
240905692,Simran Kapoor,F,2,IT,9.26,240908693,,13,DAC,8,DAC
240908693,Simran Pillai,F,2,BT,8.7,240905692,,13,DAC,8,DAC
240907694,Neha Gupta,F,2,CE,7.84,230901695,,13,DA,8,DAC
230901695,Simran Reddy,F,3,CSE,9.61,240907694,,13,DA,8,DAC
240915696,Shruti Kulkarni,F,2,PE,7.95,240907697,,22,DAC,8,DA
240907697,Aditi Agarwal,F,2,CE,7.97,240915696,,22,DAC,8,DA
240907699,Aditi Sharma,F,2,CE,7.44,240907700,,22,DAC,13,DAC
240907700,Shreya Kulkarni,F,2,CE,8.97,240907699,,22,DAC,13,DAC
230914701,Meera Das,F,3,MT,8.82,240909702,,8,DA,22,DAC
