"id","regNo","name","gender","year","department","cgpa","sessionId","pref1BlockNum","pref1RoomTypeCode","pref2BlockNum","pref2RoomTypeCode","password","source"
"22390","240902477","Meera Verma","FEMALE","2","ECE","7.54","6","22","DAC","8","DA",,"CSV"
"22391","240901478","Shreya Kulkarni","FEMALE","2","CSE","6.59","6","22","DAC","8","DA",,"CSV"
"22392","240905479","Shruti Chatterjee","FEMALE","2","IT","7.22","6","22","DAC","13","DAC",,"CSV"
"22393","230910480","Riya Sharma","FEMALE","3","CHE","6.39","6","22","DAC","13","DAC",,"CSV"
"22394","230910481","Simran Chatterjee","FEMALE","3","CHE","8.57","6","22","DAC","13","DAC",,"CSV"
"22395","240902482","Nisha Pillai","FEMALE","2","ECE","8.74","6","22","DAC","13","DAC",,"CSV"
"22396","230906483","Anjali Shetty","FEMALE","3","CCE","5.28","6","22","DAC","13","DAC",,"CSV"
"22397","240913484","Riya Sharma","FEMALE","2","IS","6.38","6","22","DAC","13","DAC",,"CSV"
"22398","240915485","Pooja Agarwal","FEMALE","2","PE","5.7","6","13","DAC","8","DA",,"CSV"
"22399","240902486","Simran Joshi","FEMALE","2","ECE","6.72","6","13","DAC","8","DA",,"CSV"
"22400","240913487","Tanvi Singh","FEMALE","2","IS","7.4","6","22","DAC","8","DA",,"CSV"
"22401","230905488","Divya Singh","FEMALE","3","IT","5.76","6","22","DAC","8","DA",,"CSV"
"22402","230904489","Aditi Nair","FEMALE","3","EE","6.39","6","8","DA","22","DAC",,"CSV"
"22403","240910490","Riya Pillai","FEMALE","2","CHE","6.3","6","8","DA","22","DAC",,"CSV"
"22404","240912491","Divya Gupta","FEMALE","2","AI","7.75","6","22","DAC","8","DAC",,"CSV"
"22405","240907492","Priya Das","FEMALE","2","CE","7.58","6","22","DAC","8","DAC",,"CSV"
"22406","240903493","Ananya Shetty","FEMALE","2","ME","6.63","6","22","DAC","8","DA",,"CSV"
"22407","230911494","Kavya Sharma","FEMALE","3","DS","7.71","6","22","DAC","8","DA",,"CSV"
"22408","240904495","Nisha Patel","FEMALE","2","EE","6.84","6","8","DA","22","DAC",,"CSV"
"22409","240903496","Isha Singh","FEMALE","2","ME","7.17","6","8","DA","22","DAC",,"CSV"
"22410","240907497","Priya Bansal","FEMALE","2","CE","9.51","6","8","DAC","22","DAC",,"CSV"
"22411","240908498","Kavya Agarwal","FEMALE","2","BT","9.11","6","8","DAC","22","DAC",,"CSV"
"22412","240904499","Shreya Kapoor","FEMALE","2","EE","5.94","6","13","DA","22","DAC",,"CSV"
"22413","240910500","Shruti Verma","FEMALE","2","CHE","8.5","6","13","DA","22","DAC",,"CSV"
"22414","240914501","Sneha Iyer","FEMALE","2","MT","8.47","6","8","DAC","22","DAC",,"CSV"
"22415","240914502","Pooja Menon","FEMALE","2","MT","6.12","6","8","DAC","22","DAC",,"CSV"
"22416","240904503","Neha Joshi","FEMALE","2","EE","8.48","6","22","DAC","8","DAC",,"CSV"
"22417","240915504","Meera Iyer","FEMALE","2","PE","9.35","6","22","DAC","8","DAC",,"CSV"
"22418","230904505","Aditi Pillai","FEMALE","3","EE","6.15","6","22","DAC","8","DAC",,"CSV"
"22419","240910506","Kavya Das","FEMALE","2","CHE","6.4","6","22","DAC","8","DAC",,"CSV"
"22420","240910507","Pooja Singh","FEMALE","2","CHE","8.72","6","13","DAC","22","DAC",,"CSV"
"22421","240903508","Kavya Singh","FEMALE","2","ME","7.83","6","13","DAC","22","DAC",,"CSV"
"22422","240905509","Ananya Shetty","FEMALE","2","IT","8.16","6","22","DAC","8","DAC",,"CSV"
"22423","240905510","Nisha Menon","FEMALE","2","IT","7.91","6","22","DAC","8","DAC",,"CSV"
"22424","240903511","Pooja Bansal","FEMALE","2","ME","7.97","6","22","DAC","13","DA",,"CSV"
"22425","240912512","Aditi Nair","FEMALE","2","AI","5.91","6","22","DAC","13","DA",,"CSV"
"22426","240905513","Sneha Agarwal","FEMALE","2","IT","8.76","6","8","DAC","22","DAC",,"CSV"
"22427","230910514","Priya Gupta","FEMALE","3","CHE","8.9","6","8","DAC","22","DAC",,"CSV"
"22428","240908515","Shreya Bansal","FEMALE","2","BT","7.22","6","8","DAC","22","DAC",,"CSV"
"22429","240904517","Divya Gupta","FEMALE","2","EE","7.45","6","8","DAC","22","DAC",,"CSV"
"22430","240907518","Sneha Joshi","FEMALE","2","CE","5.66","6","22","DAC","8","DA",,"CSV"
"22431","240913519","Ananya Kapoor","FEMALE","2","IS","8.12","6","22","DAC","8","DA",,"CSV"
"22432","240915520","Riya Bhatt","FEMALE","2","PE","8.19","6","8","DA","22","DAC",,"CSV"
"22433","230901521","Shreya Mehta","FEMALE","3","CSE","7.43","6","8","DA","22","DAC",,"CSV"
"22434","240901522","Sneha Verma","FEMALE","2","CSE","8.85","6","8","DAC","22","DAC",,"CSV"
"22435","240915523","Anjali Bhatt","FEMALE","2","PE","7.1","6","8","DAC","22","DAC",,"CSV"
"22436","240907524","Kritika Iyer","FEMALE","2","CE","8.18","6","22","DAC","8","DA",,"CSV"
"22437","240903525","Riya Singh","FEMALE","2","ME","6.28","6","22","DAC","8","DA",,"CSV"
"22438","230908526","Shreya Bansal","FEMALE","3","BT","7.47","6","22","DAC","8","DAC",,"CSV"
"22439","240904527","Shreya Agarwal","FEMALE","2","EE","7.29","6","22","DAC","8","DAC",,"CSV"
"22440","240903528","Neha Kulkarni","FEMALE","2","ME","7.77","6","22","DAC","8","DAC",,"CSV"
"22441","240911529","Pallavi Menon","FEMALE","2","DS","7.06","6","22","DAC","8","DAC",,"CSV"
"22442","240903530","Kavya Nair","FEMALE","2","ME","7.34","6","22","DAC","8","DA",,"CSV"
"22443","240903531","Simran Sharma","FEMALE","2","ME","8.49","6","22","DAC","8","DA",,"CSV"
"22444","240906532","Pooja Verma","FEMALE","2","CCE","6.98","6","13","DAC","13","DA",,"CSV"
"22445","240908533","Priya Chatterjee","FEMALE","2","BT","5.57","6","13","DAC","13","DA",,"CSV"
"22446","240904534","Shruti Mehta","FEMALE","2","EE","9.6","6","8","DAC","22","DAC",,"CSV"
"22447","240911535","Radhika Sharma","FEMALE","2","DS","9.16","6","8","DAC","22","DAC",,"CSV"
"22448","240907536","Radhika Singh","FEMALE","2","CE","5.95","6","13","DAC","8","DA",,"CSV"
"22449","240906537","Pallavi Kulkarni","FEMALE","2","CCE","8.33","6","13","DAC","8","DA",,"CSV"
"22450","230912538","Ananya Kulkarni","FEMALE","3","AI","6.9","6","22","DAC","13","DA",,"CSV"
"22451","240902539","Anjali Shetty","FEMALE","2","ECE","7.82","6","22","DAC","13","DA",,"CSV"
"22452","240911540","Shreya Bhatt","FEMALE","2","DS","7.85","6","22","DAC","8","DAC",,"CSV"
"22453","230913541","Kavya Iyer","FEMALE","3","IS","7.22","6","22","DAC","8","DAC",,"CSV"
"22454","240908542","Kavya Iyer","FEMALE","2","BT","6.56","6","8","DA","13","DA",,"CSV"
"22455","240915544","Radhika Reddy","FEMALE","2","PE","6.67","6","8","DA","13","DA",,"CSV"
"22456","240909545","Kavya Bansal","FEMALE","2","AE","6.4","6","13","DAC","8","DA",,"CSV"
"22457","240914546","Ananya Kulkarni","FEMALE","2","MT","6.5","6","13","DAC","8","DA",,"CSV"
"22458","240909547","Shreya Bhatt","FEMALE","2","AE","7.42","6","8","DA","22","DAC",,"CSV"
"22459","230910548","Riya Kulkarni","FEMALE","3","CHE","6.64","6","8","DA","22","DAC",,"CSV"
"22460","240915549","Tanvi Iyer","FEMALE","2","PE","8.32","6","8","DA","13","DA",,"CSV"
"22461","240908550","Tanvi Joshi","FEMALE","2","BT","9.28","6","8","DA","13","DA",,"CSV"
"22462","240902551","Divya Gupta","FEMALE","2","ECE","6.8","6","13","DAC","8","DA",,"CSV"
"22463","240913552","Riya Menon","FEMALE","2","IS","7.79","6","13","DAC","8","DA",,"CSV"
"22464","240912553","Meera Reddy","FEMALE","2","AI","8.1","6","13","DA","8","DA",,"CSV"
"22465","240911554","Nisha Patel","FEMALE","2","DS","8.07","6","13","DA","8","DA",,"CSV"
"22466","230908555","Nisha Verma","FEMALE","3","BT","7.59","6","8","DAC","22","DAC",,"CSV"
"22467","240909556","Aditi Bhatt","FEMALE","2","AE","8.39","6","8","DAC","22","DAC",,"CSV"
"22468","230905557","Priya Verma","FEMALE","3","IT","8.08","6","22","DAC","13","DAC",,"CSV"
"22469","230914558","Aditi Bansal","FEMALE","3","MT","6.01","6","22","DAC","13","DAC",,"CSV"
"22470","230904559","Anjali Gupta","FEMALE","3","EE","8.54","6","22","DAC","13","DAC",,"CSV"
"22471","240913560","Divya Pillai","FEMALE","2","IS","8.56","6","22","DAC","13","DAC",,"CSV"
"22472","240905562","Riya Pillai","FEMALE","2","IT","6.58","6","8","DAC","22","DAC",,"CSV"
"22473","240903564","Riya Menon","FEMALE","2","ME","7.55","6","8","DAC","22","DAC",,"CSV"
"22474","230915565","Simran Bhatt","FEMALE","3","PE","8.32","6","22","DAC","8","DAC",,"CSV"
"22475","240904566","Nisha Joshi","FEMALE","2","EE","7.25","6","22","DAC","8","DAC",,"CSV"
"22476","240905568","Shreya Singh","FEMALE","2","IT","8.79","6","22","DAC","13","DA",,"CSV"
"22477","240914569","Aditi Pillai","FEMALE","2","MT","10","6","22","DAC","13","DA",,"CSV"
"22478","240903570","Tanvi Sharma","FEMALE","2","ME","6.56","6","22","DAC","8","DAC",,"CSV"
"22479","240915571","Ananya Mehta","FEMALE","2","PE","5.84","6","22","DAC","8","DAC",,"CSV"
"22480","240911572","Sneha Gupta","FEMALE","2","DS","7.86","6","13","DA","8","DA",,"CSV"
"22481","230912573","Simran Nair","FEMALE","3","AI","8.37","6","13","DA","8","DA",,"CSV"
"22482","240910574","Kritika Agarwal","FEMALE","2","CHE","7.22","6","8","DAC","13","DA",,"CSV"
"22483","240911576","Pallavi Shetty","FEMALE","2","DS","9.24","6","8","DAC","13","DA",,"CSV"
"22484","240904577","Shruti Verma","FEMALE","2","EE","5.89","6","13","DA","8","DAC",,"CSV"
"22485","240915578","Kritika Menon","FEMALE","2","PE","8.33","6","13","DA","8","DAC",,"CSV"
"22486","240904579","Priya Kulkarni","FEMALE","2","EE","6.77","6","22","DAC","13","DA",,"CSV"
"22487","240907580","Neha Bansal","FEMALE","2","CE","9.56","6","22","DAC","13","DA",,"CSV"
"22488","240908582","Radhika Agarwal","FEMALE","2","BT","9.89","6","13","DAC","8","DAC",,"CSV"
"22489","230902583","Priya Gupta","FEMALE","3","ECE","6.58","6","13","DAC","8","DAC",,"CSV"
"22490","230906584","Kavya Verma","FEMALE","3","CCE","6.84","6","22","DAC","13","DAC",,"CSV"
"22491","240913585","Simran Singh","FEMALE","2","IS","8.53","6","22","DAC","13","DAC",,"CSV"
"22492","240904588","Meera Singh","FEMALE","2","EE","7.04","6","22","DAC","8","DAC",,"CSV"
"22493","230914589","Meera Das","FEMALE","3","MT","7.45","6","22","DAC","8","DAC",,"CSV"
"22494","240901590","Divya Chatterjee","FEMALE","2","CSE","7.53","6","22","DAC","8","DAC",,"CSV"
"22495","240903591","Sneha Agarwal","FEMALE","2","ME","5.2","6","22","DAC","8","DAC",,"CSV"
"22496","240915592","Pallavi Kapoor","FEMALE","2","PE","7.48","6","22","DAC","8","DAC",,"CSV"
"22497","240912593","Sneha Singh","FEMALE","2","AI","6.67","6","22","DAC","8","DAC",,"CSV"
"22498","240904595","Aditi Gupta","FEMALE","2","EE","6.91","6","13","DA","8","DAC",,"CSV"
"22499","240902596","Pallavi Kapoor","FEMALE","2","ECE","9.23","6","13","DA","8","DAC",,"CSV"
"22500","230908597","Aditi Das","FEMALE","3","BT","5.99","6","13","DA","22","DAC",,"CSV"
"22501","240910599","Tanvi Kapoor","FEMALE","2","CHE","8.48","6","13","DA","22","DAC",,"CSV"
"22502","240914600","Kritika Sharma","FEMALE","2","MT","7.17","6","22","DAC","13","DAC",,"CSV"
"22503","240901601","Simran Verma","FEMALE","2","CSE","7.16","6","22","DAC","13","DAC",,"CSV"
"22504","240913602","Pallavi Sharma","FEMALE","2","IS","8.45","6","22","DAC","8","DAC",,"CSV"
"22505","240910603","Tanvi Joshi","FEMALE","2","CHE","7.91","6","22","DAC","8","DAC",,"CSV"
"22506","240901604","Isha Joshi","FEMALE","2","CSE","8.18","6","22","DAC","13","DAC",,"CSV"
"22507","240910605","Shruti Nair","FEMALE","2","CHE","8.66","6","22","DAC","13","DAC",,"CSV"
"22508","240906606","Anjali Reddy","FEMALE","2","CCE","7.1","6","22","DAC","8","DAC",,"CSV"
"22509","240915609","Pooja Pillai","FEMALE","2","PE","6.77","6","22","DAC","8","DAC",,"CSV"
"22510","240909610","Radhika Chatterjee","FEMALE","2","AE","6.2","6","8","DA","8","DAC",,"CSV"
"22511","240901611","Radhika Singh","FEMALE","2","CSE","6.51","6","8","DA","8","DAC",,"CSV"
"22512","230902612","Ananya Patel","FEMALE","3","ECE","10","6","13","DA","22","DAC",,"CSV"
"22513","240915613","Isha Joshi","FEMALE","2","PE","8.99","6","13","DA","22","DAC",,"CSV"
"22514","240902614","Neha Pillai","FEMALE","2","ECE","5.88","6","22","DAC","13","DA",,"CSV"
"22515","240901616","Meera Kulkarni","FEMALE","2","CSE","5.91","6","22","DAC","13","DA",,"CSV"
"22516","240910617","Kritika Sharma","FEMALE","2","CHE","8.08","6","13","DA","13","DAC",,"CSV"
"22517","240905618","Nisha Das","FEMALE","2","IT","8.16","6","13","DA","13","DAC",,"CSV"
"22518","240913619","Ananya Mehta","FEMALE","2","IS","8.16","6","13","DAC","22","DAC",,"CSV"
"22519","240902620","Radhika Bhatt","FEMALE","2","ECE","7.19","6","13","DAC","22","DAC",,"CSV"
"22520","230903621","Anjali Singh","FEMALE","3","ME","7.35","6","22","DAC","13","DA",,"CSV"
"22521","240912622","Simran Joshi","FEMALE","2","AI","7.89","6","22","DAC","13","DA",,"CSV"
"22522","240907623","Ananya Chatterjee","FEMALE","2","CE","7.6","6","22","DAC","8","DA",,"CSV"
"22523","240903624","Nisha Shetty","FEMALE","2","ME","4.84","6","22","DAC","8","DA",,"CSV"
"22524","230909625","Tanvi Gupta","FEMALE","3","AE","7.22","6","22","DAC","8","DA",,"CSV"
"22525","240914626","Kavya Joshi","FEMALE","2","MT","6.48","6","22","DAC","8","DA",,"CSV"
"22526","240915627","Ananya Menon","FEMALE","2","PE","7.71","6","22","DAC","8","DA",,"CSV"
"22527","240901628","Radhika Chatterjee","FEMALE","2","CSE","10","6","22","DAC","8","DA",,"CSV"
"22528","240912629","Sneha Sharma","FEMALE","2","AI","7.94","6","13","DAC","8","DA",,"CSV"
"22529","240903631","Priya Pillai","FEMALE","2","ME","7.12","6","13","DAC","8","DA",,"CSV"
"22530","230901632","Kavya Pillai","FEMALE","3","CSE","8.61","6","22","DAC","13","DA",,"CSV"
"22531","240907633","Kavya Reddy","FEMALE","2","CE","8.08","6","22","DAC","13","DA",,"CSV"
"22532","240912634","Pallavi Pillai","FEMALE","2","AI","8","6","22","DAC","13","DAC",,"CSV"
"22533","240905635","Shruti Verma","FEMALE","2","IT","8.23","6","22","DAC","13","DAC",,"CSV"
"22534","240911636","Nisha Reddy","FEMALE","2","DS","9.97","6","13","DAC","22","DAC",,"CSV"
"22535","240910637","Kritika Gupta","FEMALE","2","CHE","6.14","6","13","DAC","22","DAC",,"CSV"
"22536","230914638","Isha Mehta","FEMALE","3","MT","8.07","6","13","DAC","22","DAC",,"CSV"
"22537","240901639","Divya Sharma","FEMALE","2","CSE","6.39","6","13","DAC","22","DAC",,"CSV"
"22538","240904641","Nisha Nair","FEMALE","2","EE","8.17","6","13","DAC","8","DA",,"CSV"
"22539","240906642","Priya Nair","FEMALE","2","CCE","6.4","6","13","DAC","8","DA",,"CSV"
"22540","240911643","Ananya Menon","FEMALE","2","DS","7","6","8","DAC","13","DAC",,"CSV"
"22541","240902644","Shruti Menon","FEMALE","2","ECE","7.15","6","8","DAC","13","DAC",,"CSV"
"22542","240902645","Pooja Verma","FEMALE","2","ECE","8.67","6","22","DAC","13","DA",,"CSV"
"22543","240905646","Divya Bhatt","FEMALE","2","IT","8.6","6","22","DAC","13","DA",,"CSV"
"22544","240906647","Divya Bhatt","FEMALE","2","CCE","6.01","6","22","DAC","13","DAC",,"CSV"
"22545","240912648","Divya Iyer","FEMALE","2","AI","7.57","6","22","DAC","13","DAC",,"CSV"
"22546","230912649","Radhika Shetty","FEMALE","3","AI","6.65","6","13","DA","8","DA",,"CSV"
"22547","240911650","Pallavi Kulkarni","FEMALE","2","DS","5.99","6","13","DA","8","DA",,"CSV"
"22548","230912651","Kritika Shetty","FEMALE","3","AI","7.24","6","13","DA","8","DA",,"CSV"
"22549","230902652","Pallavi Das","FEMALE","3","ECE","7.13","6","13","DA","8","DA",,"CSV"
"22550","240910653","Nisha Menon","FEMALE","2","CHE","10","6","22","DAC","13","DAC",,"CSV"
"22551","240904654","Pooja Reddy","FEMALE","2","EE","8.02","6","22","DAC","13","DAC",,"CSV"
"22552","240914655","Tanvi Mehta","FEMALE","2","MT","5.85","6","13","DAC","22","DAC",,"CSV"
"22553","240903657","Pallavi Reddy","FEMALE","2","ME","6.82","6","13","DAC","22","DAC",,"CSV"
"22554","240914658","Simran Singh","FEMALE","2","MT","8.73","6","22","DAC","13","DAC",,"CSV"
"22555","240908659","Kritika Verma","FEMALE","2","BT","10","6","22","DAC","13","DAC",,"CSV"
"22556","240901660","Simran Iyer","FEMALE","2","CSE","5.6","6","22","DAC","13","DAC",,"CSV"
"22557","240901661","Ananya Menon","FEMALE","2","CSE","5.24","6","22","DAC","13","DAC",,"CSV"
"22558","230908662","Ananya Pillai","FEMALE","3","BT","9.75","6","22","DAC","8","DAC",,"CSV"
"22559","240903663","Radhika Sharma","FEMALE","2","ME","7.97","6","22","DAC","8","DAC",,"CSV"
"22560","230912664","Shruti Reddy","FEMALE","3","AI","6.46","6","13","DA","13","DAC",,"CSV"
"22561","230901665","Divya Agarwal","FEMALE","3","CSE","8.14","6","13","DA","13","DAC",,"CSV"
"22562","240901667","Tanvi Mehta","FEMALE","2","CSE","4.34","6","22","DAC","13","DAC",,"CSV"
"22563","230904668","Isha Singh","FEMALE","3","EE","7.5","6","22","DAC","13","DAC",,"CSV"
"22564","240908670","Divya Patel","FEMALE","2","BT","7.89","6","22","DAC","8","DAC",,"CSV"
"22565","240902671","Anjali Bansal","FEMALE","2","ECE","8.61","6","22","DAC","8","DAC",,"CSV"
"22566","240909672","Nisha Gupta","FEMALE","2","AE","6.28","6","8","DAC","8","DA",,"CSV"
"22567","240913673","Kavya Agarwal","FEMALE","2","IS","7.6","6","8","DAC","8","DA",,"CSV"
"22568","240913675","Meera Gupta","FEMALE","2","IS","6.39","6","22","DAC","8","DAC",,"CSV"
"22569","240908677","Aditi Sharma","FEMALE","2","BT","7.81","6","22","DAC","8","DAC",,"CSV"
"22570","230901678","Kavya Verma","FEMALE","3","CSE","6.43","6","22","DAC","8","DA",,"CSV"
"22571","240904679","Shreya Kapoor","FEMALE","2","EE","7.01","6","22","DAC","8","DA",,"CSV"
"22572","230912680","Simran Shetty","FEMALE","3","AI","6.31","6","22","DAC","8","DAC",,"CSV"
"22573","240914681","Pallavi Das","FEMALE","2","MT","8.28","6","22","DAC","8","DAC",,"CSV"
"22574","230901683","Meera Pillai","FEMALE","3","CSE","8.53","6","22","DAC","13","DAC",,"CSV"
"22575","240911684","Pooja Reddy","FEMALE","2","DS","7.22","6","22","DAC","13","DAC",,"CSV"
"22576","240910685","Aditi Joshi","FEMALE","2","CHE","7.55","6","22","DAC","8","DA",,"CSV"
"22577","240902686","Riya Chatterjee","FEMALE","2","ECE","5.76","6","22","DAC","8","DA",,"CSV"
"22578","240908687","Anjali Singh","FEMALE","2","BT","7.14","6","22","DAC","13","DAC",,"CSV"
"22579","240904688","Simran Bansal","FEMALE","2","EE","7.44","6","22","DAC","13","DAC",,"CSV"
"22580","240912689","Divya Bansal","FEMALE","2","AI","10","6","8","DAC","8","DA",,"CSV"
"22581","240902691","Shreya Bansal","FEMALE","2","ECE","6.17","6","8","DAC","8","DA",,"CSV"
"22582","240905692","Simran Kapoor","FEMALE","2","IT","9.26","6","13","DAC","8","DAC",,"CSV"
"22583","240908693","Simran Pillai","FEMALE","2","BT","8.7","6","13","DAC","8","DAC",,"CSV"
"22584","240907694","Neha Gupta","FEMALE","2","CE","7.84","6","13","DA","8","DAC",,"CSV"
"22585","230901695","Simran Reddy","FEMALE","3","CSE","9.61","6","13","DA","8","DAC",,"CSV"
"22586","240915696","Shruti Kulkarni","FEMALE","2","PE","7.95","6","22","DAC","8","DA",,"CSV"
"22587","240907697","Aditi Agarwal","FEMALE","2","CE","7.97","6","22","DAC","8","DA",,"CSV"
"22588","240907699","Aditi Sharma","FEMALE","2","CE","7.44","6","22","DAC","13","DAC",,"CSV"
"22589","240907700","Shreya Kulkarni","FEMALE","2","CE","8.97","6","22","DAC","13","DAC",,"CSV"
"22590","230914701","Meera Das","FEMALE","3","MT","8.82","6","8","DA","22","DAC",,"CSV"
"22591","240909702","Simran Pillai","FEMALE","2","AE","6.75","6","8","DA","22","DAC",,"CSV"
"22592","240904703","Shruti Shetty","FEMALE","2","EE","5.92","6","8","DA","22","DAC",,"CSV"
"22593","230912704","Ananya Kulkarni","FEMALE","3","AI","7.26","6","8","DA","22","DAC",,"CSV"
"22594","240910705","Meera Das","FEMALE","2","CHE","6.54","6","8","DA","13","DA",,"CSV"
"22595","240904706","Shreya Menon","FEMALE","2","EE","7.42","6","8","DA","13","DA",,"CSV"
"22596","230913707","Aditi Nair","FEMALE","3","IS","8.98","6","8","DAC","22","DAC",,"CSV"
"22597","240911708","Simran Sharma","FEMALE","2","DS","6.95","6","8","DAC","22","DAC",,"CSV"
"22598","240905709","Shruti Gupta","FEMALE","2","IT","7.45","6","13","DA","8","DAC",,"CSV"
"22599","240906710","Tanvi Shetty","FEMALE","2","CCE","7.57","6","13","DA","8","DAC",,"CSV"
"22600","240911711","Pallavi Gupta","FEMALE","2","DS","8.52","6","22","DAC","8","DA",,"CSV"
"22601","240907712","Priya Singh","FEMALE","2","CE","4.8","6","22","DAC","8","DA",,"CSV"
"22602","230906713","Shreya Pillai","FEMALE","3","CCE","6.77","6","13","DA","22","DAC",,"CSV"
"22603","230903714","Shruti Bansal","FEMALE","3","ME","7.75","6","13","DA","22","DAC",,"CSV"
"22604","230903715","Kavya Verma","FEMALE","3","ME","8.94","6","22","DAC","13","DAC",,"CSV"
"22605","240912716","Divya Kulkarni","FEMALE","2","AI","6.91","6","22","DAC","13","DAC",,"CSV"
"22606","240909717","Isha Pillai","FEMALE","2","AE","5.25","6","22","DAC","8","DAC",,"CSV"
"22607","240911718","Shreya Joshi","FEMALE","2","DS","8.24","6","22","DAC","8","DAC",,"CSV"
"22608","240911719","Sneha Singh","FEMALE","2","DS","6.74","6","22","DAC","13","DA",,"CSV"
"22609","230907720","Priya Kapoor","FEMALE","3","CE","6.07","6","22","DAC","13","DA",,"CSV"
"22610","230908721","Pooja Sharma","FEMALE","3","BT","6.75","6","22","DAC","8","DAC",,"CSV"
"22611","240903722","Simran Patel","FEMALE","2","ME","7.28","6","22","DAC","8","DAC",,"CSV"
"22612","240903724","Meera Reddy","FEMALE","2","ME","6.77","6","22","DAC","13","DAC",,"CSV"
"22613","230914725","Nisha Agarwal","FEMALE","3","MT","4.85","6","22","DAC","13","DAC",,"CSV"
"22614","240903726","Sneha Shetty","FEMALE","2","ME","8.58","6","8","DA","13","DAC",,"CSV"
"22615","240910727","Shreya Bhatt","FEMALE","2","CHE","9.03","6","8","DA","13","DAC",,"CSV"
"22616","240914728","Simran Gupta","FEMALE","2","MT","8.28","6","22","DAC","8","DAC",,"CSV"
"22617","240914729","Anjali Agarwal","FEMALE","2","MT","6.13","6","22","DAC","8","DAC",,"CSV"
"22618","230908730","Simran Agarwal","FEMALE","3","BT","7.26","6","13","DA","8","DAC",,"CSV"
"22619","240902731","Divya Menon","FEMALE","2","ECE","7.49","6","13","DA","8","DAC",,"CSV"
"22620","240908732","Shreya Nair","FEMALE","2","BT","8.22","6","13","DAC","22","DAC",,"CSV"
"22621","240902733","Shruti Shetty","FEMALE","2","ECE","8.3","6","13","DAC","22","DAC",,"CSV"
"22622","240914734","Isha Sharma","FEMALE","2","MT","6.62","6","22","DAC","8","DA",,"CSV"
"22623","240907735","Ananya Reddy","FEMALE","2","CE","7.6","6","22","DAC","8","DA",,"CSV"
"22624","240906736","Ananya Chatterjee","FEMALE","2","CCE","8.05","6","22","DAC","8","DA",,"CSV"
"22625","230909737","Neha Reddy","FEMALE","3","AE","9.25","6","22","DAC","8","DA",,"CSV"
"22626","230901738","Kritika Sharma","FEMALE","3","CSE","8.35","6","22","DAC","13","DAC",,"CSV"
"22627","230907739","Radhika Gupta","FEMALE","3","CE","8.45","6","22","DAC","13","DAC",,"CSV"
"22628","240910741","Sneha Verma","FEMALE","2","CHE","7.6","6","22","DAC","8","DA",,"CSV"
"22629","240912742","Shreya Menon","FEMALE","2","AI","9.19","6","22","DAC","8","DA",,"CSV"
"22630","240901743","Anjali Shetty","FEMALE","2","CSE","7.99","6","22","DAC","8","DAC",,"CSV"
"22631","240909744","Radhika Menon","FEMALE","2","AE","6.47","6","22","DAC","8","DAC",,"CSV"
"22632","240912746","Neha Singh","FEMALE","2","AI","9.18","6","13","DA","8","DAC",,"CSV"
"22633","230911747","Pooja Iyer","FEMALE","3","DS","8.34","6","13","DA","8","DAC",,"CSV"
"22634","240911748","Sneha Bansal","FEMALE","2","DS","6.97","6","8","DAC","13","DA",,"CSV"
"22635","240914750","Aditi Das","FEMALE","2","MT","6.92","6","8","DAC","13","DA",,"CSV"
"22636","230905751","Ananya Mehta","FEMALE","3","IT","7.86","6","22","DAC","8","DA",,"CSV"
"22637","230901752","Neha Reddy","FEMALE","3","CSE","8.06","6","22","DAC","8","DA",,"CSV"
"22638","240908753","Neha Agarwal","FEMALE","2","BT","7.74","6","8","DA","22","DAC",,"CSV"
"22639","240907754","Pallavi Pillai","FEMALE","2","CE","7.87","6","8","DA","22","DAC",,"CSV"
"22640","240909755","Kavya Reddy","FEMALE","2","AE","9.54","6","8","DA","22","DAC",,"CSV"
"22641","240905757","Aditi Kapoor","FEMALE","2","IT","8.79","6","8","DA","22","DAC",,"CSV"
"22642","230914759","Priya Nair","FEMALE","3","MT","7.73","6","22","DAC","13","DA",,"CSV"
"22643","240903760","Radhika Agarwal","FEMALE","2","ME","8.63","6","22","DAC","13","DA",,"CSV"
"22644","240909761","Pooja Gupta","FEMALE","2","AE","6.26","6","8","DAC","22","DAC",,"CSV"
"22645","240914762","Ananya Agarwal","FEMALE","2","MT","7.98","6","8","DAC","22","DAC",,"CSV"
"22646","240908763","Pooja Mehta","FEMALE","2","BT","9.67","6","13","DA","22","DAC",,"CSV"
"22647","240907764","Kritika Das","FEMALE","2","CE","7.24","6","13","DA","22","DAC",,"CSV"
"22648","240915765","Radhika Iyer","FEMALE","2","PE","6.48","6","8","DA","13","DA",,"CSV"
"22649","240908766","Priya Agarwal","FEMALE","2","BT","6.72","6","8","DA","13","DA",,"CSV"
"22650","240902767","Tanvi Bhatt","FEMALE","2","ECE","6.19","6","22","DAC","13","DAC",,"CSV"
"22651","240911768","Meera Iyer","FEMALE","2","DS","6.56","6","22","DAC","13","DAC",,"CSV"
"22652","240905769","Sneha Patel","FEMALE","2","IT","7.06","6","22","DAC","8","DAC",,"CSV"
"22653","230901770","Isha Menon","FEMALE","3","CSE","5.81","6","22","DAC","8","DAC",,"CSV"
"22654","240903771","Neha Chatterjee","FEMALE","2","ME","7.52","6","22","DAC","8","DA",,"CSV"
